84	C5	318	333	95	Ha
85	D5	327	667	95	va
86	E5	336	667	95	da 
87	E5	336	1000	95	bu
88	E5	336	1667	95	lut 
89	E5	336	167	99	yok 
90	F5	340	167	99	.
91	D5	327	167	99	.
92	E5	336	167	99	.
93	D5	327	167	99	.
94	E5	336	167	99	.
95	D5	327	167	99	.
96	E5	336	167	99	.
97	D5	327	999	95	.
98	G5	349	333	95	bu 
99	G5	349	333	99	ne 
100	D5	327	333	95	.
101	D5	327	667	95	du
102	E5	336	333	99	man
103	C5	318	167	99	.
104	E5	336	167	99	.
105	D5	327	333	95	.
106	D5	327	667	95	dir
