Endeks	onceki	tepedeger	sonraki
599	0.594221	0.596934	0.594221
620	0.602361	0.605074	0.602361
632	0.607787	0.610501	0.607787
638	0.607787	0.610501	0.607787
663	0.615927	0.618641	0.615927
675	0.621354	0.624067	0.621354
680	0.621354	0.624067	0.621354
698	0.626781	0.632207	0.629494
710	0.632207	0.634921	0.632207
720	0.632207	0.634921	0.632207
735	0.637634	0.640347	0.637634
746	0.640347	0.643061	0.640347
783	0.648487	0.651201	0.648487
786	0.648487	0.651201	0.648487
807	0.653914	0.656627	0.653914
810	0.653914	0.656627	0.653914
821	0.656627	0.659341	0.656627
857	0.662054	0.664767	0.662054
860	0.664767	0.670194	0.667481
866	0.667481	0.670194	0.667481
880	0.670194	0.672907	0.670194
897	0.672907	0.675621	0.672907
908	0.675621	0.678334	0.675621
912	0.675621	0.678334	0.675621
939	0.681047	0.683761	0.681047
975	0.686474	0.689187	0.686474
996	0.689187	0.691901	0.689187
998	0.689187	0.691901	0.689187
1007	0.689187	0.691901	0.689187
1022	0.691901	0.694614	0.691901
1036	0.694614	0.697327	0.694614
1038	0.694614	0.697327	0.694614
1065	0.697327	0.700041	0.697327
1087	0.700041	0.705467	0.702754
1096	0.700041	0.702754	0.700041
1100	0.702754	0.705467	0.702754
1136	0.705467	0.708181	0.705467
1149	0.708181	0.710894	0.708181
1181	0.710894	0.713607	0.710894
1185	0.710894	0.713607	0.710894
1188	0.710894	0.713607	0.710894
1192	0.713607	0.716321	0.713607
1196	0.713607	0.716321	0.713607
1209	0.713607	0.716321	0.713607
1220	0.716321	0.719034	0.716321
1251	0.716321	0.719034	0.716321
1260	0.716321	0.719034	0.716321
1263	0.719034	0.721747	0.719034
1265	0.719034	0.721747	0.719034
1280	0.716321	0.721747	0.719034
1305	0.721747	0.724461	0.719034
1322	0.721747	0.724461	0.721747
1340	0.721747	0.724461	0.721747
1343	0.724461	0.727174	0.724461
1365	0.724461	0.727174	0.724461
1367	0.724461	0.727174	0.724461
1373	0.724461	0.727174	0.724461
1380	0.724461	0.727174	0.724461
1394	0.727174	0.729887	0.727174
1445	0.727174	0.729887	0.727174
1478	0.729887	0.732601	0.729887
1481	0.729887	0.732601	0.729887
1487	0.729887	0.732601	0.729887
1496	0.729887	0.732601	0.729887
1529	0.732601	0.735314	0.732601
1555	0.732601	0.735314	0.732601
1592	0.732601	0.735314	0.732601
1594	0.732601	0.735314	0.732601
1596	0.732601	0.735314	0.732601
1598	0.732601	0.735314	0.732601
1608	0.732601	0.735314	0.732601
1610	0.732601	0.735314	0.732601
1616	0.732601	0.738027	0.735314
1635	0.732601	0.738027	0.735314
1664	0.735314	0.738027	0.735314
1694	0.735314	0.738027	0.735314
1731	0.735314	0.738027	0.735314
1745	0.735314	0.738027	0.735314
1748	0.735314	0.738027	0.735314
1770	0.735314	0.738027	0.735314
1793	0.735314	0.738027	0.735314
1811	0.735314	0.738027	0.735314
1814	0.735314	0.738027	0.732601
1869	0.735314	0.738027	0.732601
1875	0.735314	0.738027	0.735314
1883	0.732601	0.735314	0.732601
1887	0.735314	0.738027	0.735314
1892	0.732601	0.735314	0.732601
1908	0.732601	0.735314	0.732601
1911	0.735314	0.738027	0.735314
1916	0.735314	0.738027	0.735314
1926	0.735314	0.738027	0.732601
1934	0.735314	0.738027	0.735314
1937	0.732601	0.735314	0.732601
1961	0.732601	0.735314	0.732601
1970	0.732601	0.735314	0.732601
1983	0.732601	0.735314	0.732601
2010	0.732601	0.735314	0.732601
2015	0.729887	0.735314	0.732601
2025	0.732601	0.735314	0.732601
2034	0.732601	0.735314	0.732601
2048	0.732601	0.735314	0.732601
2066	0.732601	0.735314	0.732601
2081	0.729887	0.732601	0.729887
2091	0.732601	0.735314	0.732601
2097	0.732601	0.735314	0.729887
2099	0.729887	0.732601	0.729887
2116	0.729887	0.732601	0.729887
2120	0.732601	0.735314	0.732601
2129	0.729887	0.732601	0.729887
2147	0.729887	0.732601	0.729887
2168	0.729887	0.732601	0.729887
2171	0.727174	0.729887	0.727174
2177	0.727174	0.729887	0.727174
2210	0.727174	0.729887	0.727174
2232	0.727174	0.729887	0.727174
2234	0.727174	0.729887	0.727174
2247	0.727174	0.729887	0.727174
2277	0.727174	0.729887	0.727174
2280	0.727174	0.729887	0.727174
2316	0.724461	0.727174	0.724461
2318	0.724461	0.727174	0.724461
2342	0.727174	0.729887	0.727174
2366	0.724461	0.727174	0.724461
2369	0.721747	0.724461	0.721747
2376	0.724461	0.727174	0.724461
2395	0.724461	0.727174	0.724461
2418	0.721747	0.724461	0.721747
2420	0.721747	0.724461	0.721747
2462	0.721747	0.724461	0.721747
2471	0.719034	0.721747	0.719034
2475	0.721747	0.724461	0.721747
2484	0.719034	0.721747	0.719034
2509	0.719034	0.721747	0.719034
2511	0.719034	0.721747	0.719034
2529	0.719034	0.721747	0.716321
2561	0.716321	0.719034	0.716321
2594	0.716321	0.719034	0.716321
2600	0.716321	0.719034	0.716321
2603	0.713607	0.716321	0.713607
2615	0.713607	0.716321	0.713607
2618	0.713607	0.716321	0.713607
2628	0.713607	0.716321	0.713607
2696	0.710894	0.713607	0.710894
2698	0.710894	0.713607	0.710894
2716	0.710894	0.713607	0.710894
2727	0.710894	0.713607	0.710894
2756	0.708181	0.710894	0.708181
2764	0.708181	0.710894	0.708181
2774	0.708181	0.710894	0.708181
2779	0.708181	0.710894	0.708181
2783	0.708181	0.710894	0.708181
2795	0.705467	0.708181	0.705467
2802	0.705467	0.708181	0.705467
2815	0.705467	0.708181	0.705467
2817	0.705467	0.708181	0.705467
2822	0.705467	0.708181	0.705467
2840	0.702754	0.705467	0.702754
2901	0.702754	0.705467	0.702754
2904	0.702754	0.705467	0.702754
2958	0.697327	0.700041	0.697327
2976	0.697327	0.700041	0.697327
2985	0.697327	0.700041	0.697327
2993	0.694614	0.697327	0.694614
2996	0.697327	0.700041	0.697327
3003	0.697327	0.700041	0.694614
3011	0.694614	0.697327	0.694614
3018	0.694614	0.697327	0.694614
3020	0.694614	0.697327	0.694614
3024	0.694614	0.697327	0.694614
3062	0.689187	0.694614	0.691901
3065	0.689187	0.691901	0.689187
3086	0.686474	0.689187	0.686474
3093	0.686474	0.689187	0.686474
3101	0.683761	0.686474	0.683761
3107	0.683761	0.686474	0.683761
3122	0.681047	0.683761	0.681047
3125	0.681047	0.683761	0.681047
3128	0.681047	0.683761	0.681047
3131	0.678334	0.681047	0.678334
3135	0.678334	0.681047	0.678334
3139	0.678334	0.681047	0.678334
3141	0.678334	0.681047	0.678334
3161	0.675621	0.678334	0.675621
3182	0.672907	0.675621	0.672907
3199	0.664767	0.667481	0.664767
3201	0.664767	0.667481	0.664767
3213	0.662054	0.664767	0.662054
3218	0.662054	0.664767	0.662054
3221	0.659341	0.662054	0.659341
3257	0.675621	0.678334	0.675621
3269	0.681047	0.683761	0.681047
3280	0.689187	0.691901	0.689187
3309	0.713607	0.716321	0.710894
3315	0.713607	0.719034	0.716321
3320	0.719034	0.721747	0.719034
3351	0.751594	0.754307	0.751594
3378	0.776014	0.781441	0.778727
3380	0.778727	0.781441	0.778727
3399	0.800434	0.803147	0.800434
3408	0.808574	0.814001	0.811287
3438	0.835708	0.838421	0.835708
3440	0.835708	0.838421	0.835708
3484	0.868268	0.870981	0.868268
3536	0.903541	0.908968	0.906254
3543	0.906254	0.908968	0.906254
3549	0.911681	0.914394	0.911681
3567	0.922534	0.925248	0.922534
3570	0.925248	0.927961	0.925248
3589	0.938814	0.941528	0.936101
3591	0.936101	0.938814	0.936101
3597	0.944241	0.946954	0.944241
3599	0.944241	0.946954	0.944241
3614	0.952381	0.955094	0.952381
3620	0.957808	0.960521	0.957808
3638	0.968661	0.971374	0.968661
3647	0.971374	0.974088	0.971374
3665	0.979514	0.982228	0.979514
3668	0.979514	0.982228	0.979514
3671	0.979514	0.982228	0.979514
3741	1.02021	1.02293	1.02021
3773	1.04192	1.04463	1.04192
3779	1.04463	1.04735	1.04463
3783	1.04735	1.05006	1.04735
3789	1.05277	1.05549	1.05277
3807	1.06363	1.06634	1.06363
3827	1.07719	1.07991	1.07719
3848	1.09347	1.09619	1.09347
3861	1.0989	1.10161	1.0989
3863	1.0989	1.10161	1.0989
3873	1.10704	1.10975	1.10704
3878	1.10975	1.11247	1.10975
3885	1.11247	1.11518	1.11247
3897	1.12061	1.12332	1.12061
3927	1.13689	1.1396	1.13689
3932	1.13689	1.1396	1.13689
3935	1.1396	1.14231	1.1396
3939	1.14231	1.14503	1.14231
3967	1.15588	1.15859	1.15588
3969	1.15588	1.15859	1.15588
3989	1.16402	1.16674	1.16402
3992	1.16402	1.16674	1.16402
4002	1.16945	1.17216	1.16945
4011	1.17487	1.17759	1.17487
4053	1.18844	1.19115	1.18844
4076	1.19387	1.19658	1.19387
4088	1.19658	1.19929	1.19658
4112	1.19929	1.20201	1.19929
4118	1.20472	1.20744	1.20472
4125	1.20472	1.20744	1.20472
4138	1.20744	1.21015	1.20744
4142	1.20744	1.21015	1.20744
4148	1.21015	1.21286	1.21015
4151	1.20744	1.21015	1.20744
4169	1.21286	1.21829	1.21558
4172	1.21286	1.21558	1.21286
4190	1.21829	1.221	1.21829
4196	1.21829	1.221	1.21829
4205	1.21829	1.221	1.21829
4208	1.221	1.22372	1.221
4220	1.221	1.22372	1.221
4226	1.22372	1.22643	1.22372
4237	1.22643	1.22914	1.22643
4257	1.22914	1.23185	1.22914
4261	1.22914	1.23185	1.22914
4274	1.22914	1.23185	1.22914
4284	1.22914	1.23457	1.23185
4309	1.23457	1.23728	1.23457
4334	1.23728	1.23999	1.23728
4349	1.23728	1.23999	1.23728
4380	1.23999	1.24271	1.23999
4389	1.24271	1.24542	1.23999
4418	1.24542	1.24813	1.24542
4422	1.24271	1.24542	1.24271
4424	1.24271	1.24542	1.24271
4439	1.24271	1.24813	1.24542
4442	1.24271	1.24542	1.24271
4445	1.24542	1.24813	1.24542
4447	1.24542	1.24813	1.24542
4452	1.24542	1.24813	1.24542
4455	1.24542	1.24813	1.24542
4460	1.24271	1.24813	1.24542
4463	1.24542	1.24813	1.24542
4478	1.24813	1.25085	1.24813
4523	1.24813	1.25085	1.24813
4527	1.25085	1.25356	1.25085
4580	1.34853	1.40008	1.39737
4591	0.873694	0.933388	0.892688
4602	-0.461267	-0.458554	-0.534527
4629	-4.42002	-4.24094	-4.3956
4637	-4.58554	-4.55569	-4.95998
4648	-4.69679	-4.52042	-4.75648
4659	-5.53249	-5.38326	-5.42124
4934	-5.38054	-5.33171	-5.5542
4942	-3.82038	-3.17189	-3.60602
4954	5.24488	5.50807	4.95726
4966	1.03378	1.08533	0.672907
4976	-0.160087	-0.108533	-0.151947
4983	-0.249627	-0.238774	-0.274047
4992	-0.181794	-0.127527	-0.143807
5002	0.021707	0.054267	-0.00814
5012	-0.029847	-0.005427	-0.100393
5022	-0.086827	-0.013567	-0.059693
5032	0.067833	0.116673	0.04884
5042	0.070547	0.127527	0.05698
5052	0.094967	0.165513	0.111247
5062	0.094967	0.132953	0.054267
5072	0.06512	0.116673	0.046127
5082	0.100393	0.149233	0.070547
5092	0.124813	0.17094	0.08954
5102	0.11396	0.15466	0.067833
5112	0.13024	0.17908	0.094967
5122	0.037987	0.08954	0.018993
5132	0.092253	0.141093	0.062407
5142	0.027133	0.070547	-0.005427
5152	0.149233	0.2035	0.127527
5162	0.13838	0.198074	0.127527
5172	0.135667	0.192647	0.119387
5182	-0.290327	-0.265907	-0.363587
5192	-1.41636	-1.37295	-1.41908
5202	-2.45557	-2.42572	-2.46371
5212	-3.54904	-3.53819	-3.57618
5222	-4.42274	-4.40103	-4.87315
5229	-4.95998	-4.90843	-5.19604
5240	-4.92742	-4.77818	-4.96812
5251	-5.5542	-5.47823	-5.50536
5523	-5.5542	-5.29101	-5.32899
5532	-3.46493	-2.95754	-3.64944
5555	0.865554	1.46249	1.41094
5566	0.05698	0.108533	0.051553
5572	-0.149233	-0.13024	-0.135667
5582	-0.067833	-0.021707	-0.051553
5592	0.002713	0.03256	-0.027133
5602	0.051553	0.092253	0.02442
5612	0.1221	0.149233	0.062407
5622	0.141093	0.17094	0.078687
5632	0.005427	0.067833	0.021707
5642	0.124813	0.14652	0.054267
5652	0.124813	0.18722	0.135667
5662	0.13838	0.17094	0.092253
5672	0.092253	0.13024	0.051553
5682	-0.010853	0.002713	-0.086827
5692	-0.108533	-0.07326	-0.149233
5702	-0.225207	-0.168227	-0.214354
5712	-0.06512	-0.02442	-0.094967
5722	0.005427	0.062407	0.013567
5732	0.010853	0.046127	-0.02442
5742	0.067833	0.111247	0.046127
5752	0.100393	0.149233	0.09768
5762	0.279474	0.33374	0.27676
5772	0.355447	0.39886	0.320174
5782	-0.246914	-0.214354	-0.279474
5792	-0.933388	-0.889974	-0.936101
5802	-1.73925	-1.7094	-1.7501
5812	-2.46642	-2.442	-2.47456
5822	-3.14747	-3.10948	-3.12576
5832	-3.83123	-3.80681	-3.82309
5842	-4.3549	-4.33591	-4.36847
5854	-5.00068	-4.93013	-5.27201
5861	-5.34527	-5.17433	-5.24488
5872	-5.3724	-5.17976	-5.22046
6153	-5.5542	-5.25845	-5.35612
6162	-3.34012	-2.92226	-3.7227
6185	0.919821	1.49233	1.41365
6196	0.22792	0.257767	0.168227
6204	-0.078687	-0.067833	-0.08954
6212	0.119387	0.15466	0.127527
6222	0.075973	0.100393	0.05698
6231	0.06512	0.132953	0.13024
6242	0.295754	0.306607	0.217067
6252	0.298467	0.3256	0.257767
6262	0.306607	0.30932	0.214354
6272	0.282187	0.30932	0.233347
6282	0.265907	0.27676	0.192647
6291	0.09768	0.184507	0.17908
6302	-0.111247	-0.092253	-0.165513
6312	-0.02442	0.037987	0.010853
6322	0.206214	0.21978	0.151947
6332	0.352734	0.37444	0.298467
6342	0.31746	0.344594	0.279474
6352	0.47212	0.523674	0.485687
6362	0.510107	0.512821	0.428707
6371	0.377154	0.466694	0.46398
6382	0.43142	0.453127	0.379867
6392	0.534527	0.553521	0.477547
6402	0.729887	0.803147	0.767874
6412	0.686474	0.740741	0.702754
6422	0.510107	0.531814	0.45584
6432	0.279474	0.312034	0.246914
6442	-0.151947	-0.10582	-0.15466
6452	-0.4884	-0.442274	-0.48026
6462	-0.960521	-0.933388	-0.976801
6472	-1.42179	-1.38651	-1.42179
6482	-1.79351	-1.7691	-1.81251
6492	-2.12454	-2.0757	-2.10012
6502	-2.83272	-2.8273	-2.86257
6512	-3.28314	-3.2343	-3.24515
6522	-3.69828	-3.66843	-3.68742
6532	-4.22466	-4.2111	-4.23552
6541	-4.83788	-4.83245	-4.84059
6552	-5.33171	-5.15534	-5.32899
6559	-5.5542	-5.44024	-5.47009
6570	-5.5542	-5.41039	-5.42124
6832	-5.5542	-5.23402	-5.3724
6841	-3.24786	-2.8897	-3.76611
6852	4.63709	5.51079	5.50807
6864	1.29426	1.84778	1.70669
6874	0.26048	0.453127	0.442274
6883	0.173654	0.246914	0.241487
6892	0.26862	0.322887	0.306607
6901	0.249627	0.303894	0.29304
6911	0.306607	0.38258	0.371727
6922	0.31746	0.322887	0.2442
6931	0.241487	0.30932	0.295754
6942	0.412427	0.425994	0.344594
6951	0.312034	0.393434	0.388007
6961	0.30932	0.371727	0.344594
6972	0.393434	0.396147	0.303894
6981	0.26862	0.344594	0.328314
6992	0.2035	0.21164	0.135667
7001	0.246914	0.33374	0.331027
7012	0.39886	0.407	0.3256
7021	0.279474	0.35002	0.344594
7031	0.282187	0.35002	0.336454
7041	0.42328	0.493827	0.474834
7051	0.35002	0.43142	0.428707
7061	0.344594	0.412427	0.39072
7071	0.290327	0.371727	0.35816
7081	0.491114	0.588794	0.572514
7092	0.10582	0.13838	0.07326
7102	-0.241487	-0.225207	-0.290327
7112	-0.632207	-0.621354	-0.683761
7122	-0.911681	-0.879121	-0.919821
7132	-1.23185	-1.21015	-1.25899
7142	-1.65785	-1.628	-1.66599
7152	-2.15439	-2.13268	-2.16796
7162	-2.57496	-2.55054	-2.58038
7172	-2.9711	-2.9494	-2.98467
7182	-3.42694	-3.40524	-3.43237
7192	-3.79596	-3.78782	-3.8258
7202	-4.23009	-4.21381	-4.24637
7212	-4.68322	-4.66965	-4.69679
7222	-5.11464	-5.10107	-5.12821
7230	-5.51893	-5.38868	-5.45109
7503	-5.55149	-5.17976	-5.53521
7512	-2.97382	-2.95211	-4.18939
7524	5.50807	5.51079	5.07123
7535	1.63071	2.05671	1.82336
7546	0.681047	0.719034	0.626781
7555	0.409714	0.42328	0.417854
7562	0.553521	0.564374	0.531814
7571	0.501967	0.531814	0.510107
7581	0.553521	0.610501	0.594221
7591	0.577941	0.645774	0.640347
7601	0.572514	0.626781	0.607787
7611	0.531814	0.591507	0.569801
7621	0.491114	0.561661	0.550807
7631	0.531814	0.613214	0.607787
7641	0.453127	0.523674	0.520961
7652	0.510107	0.512821	0.436847
7661	0.425994	0.493827	0.485687
7671	0.46398	0.526387	0.507394
7681	0.404287	0.48026	0.477547
7701	0.477547	0.548094	0.534527
7711	0.48026	0.548094	0.537241
7721	0.4884	0.539954	0.504681
7731	0.48026	0.556234	0.545381
7742	0.575227	0.586081	0.510107
7751	0.542667	0.621354	0.615927
7762	0.575227	0.580654	0.491114
7772	0.30932	0.328314	0.263194
7782	0.168227	0.18722	0.127527
7792	-0.018993	0	-0.05698
7802	-0.13024	-0.108533	-0.1628
7812	-0.1628	-0.13838	-0.19536
7822	-0.238774	-0.217067	-0.274047
7832	-0.531814	-0.504681	-0.548094
7842	-0.754307	-0.746167	-0.800434
7852	-0.976801	-0.957808	-1.00393
7862	-1.23999	-1.21558	-1.25628
7872	-1.5656	-1.55474	-1.59815
7882	-1.9129	-1.90205	-1.93732
7891	-2.29277	-2.26292	-2.26835
7902	-2.68349	-2.66992	-2.70791
7912	-3.08778	-3.06878	-3.0932
7922	-3.5192	-3.50563	-3.53276
7932	-3.98046	-3.97504	-4.01031
7942	-4.3332	-4.32777	-4.36033
7952	-4.56926	-4.56112	-4.60724
7961	-5.26387	-5.26116	-5.27473
7974	-5.5542	-5.51621	-5.54877
8241	-5.5542	-5.22588	-5.39954
8250	-3.22073	-2.91684	-3.84208
8262	5.50807	5.51079	5.40768
8273	1.4028	1.9943	1.86678
8284	0.640347	0.683761	0.542667
8293	0.344594	0.385294	0.344594
8302	0.385294	0.43142	0.41514
8312	0.377154	0.39886	0.35816
8322	0.38258	0.39886	0.363587
8331	0.385294	0.401574	0.355447
8341	0.453127	0.518247	0.507394
8351	0.396147	0.458554	0.453127
8361	0.412427	0.469407	0.45584
8371	0.388007	0.436847	0.420567
8381	0.344594	0.396147	0.39072
8391	0.407	0.43142	0.39072
8401	0.38258	0.42328	0.39886
8411	0.388007	0.425994	0.396147
8421	0.33374	0.388007	0.371727
8431	0.39886	0.45584	0.444987
8441	0.458554	0.493827	0.45584
8452	0.2849	0.29304	0.241487
8461	0.407	0.461267	0.450414
8471	0.35816	0.401574	0.379867
8481	0.33374	0.355447	0.306607
8491	0.208927	0.27676	0.26048
8501	-0.599647	-0.569801	-0.577941
8511	-1.26442	-1.25356	-1.26984
8521	-1.7908	-1.77723	-1.78809
8542	-2.56682	-2.5641	-2.59938
8551	-3.00909	-3.00095	-3.01452
8561	-3.32926	-3.30756	-3.31027
8571	-3.81766	-3.81224	-3.82852
8582	-4.26265	-4.24637	-4.26536
8591	-4.5774	-4.56654	-4.57197
8612	-5.20418	-5.19332	-5.22588
8622	-5.5542	-5.52435	-5.5542
8886	-5.5542	-5.38054	-5.54606
8895	-3.92348	-3.682	-4.36304
8907	4.1514	4.64523	3.83123
8918	1.06905	1.59001	1.5873
8929	0.640347	0.795007	0.781441
8941	0.401574	0.409714	0.352734
8951	0.507394	0.515534	0.461267
8961	0.4477	0.4884	0.47212
8971	0.425994	0.469407	0.461267
8981	0.425994	0.466694	0.453127
8991	0.434134	0.477547	0.47212
9001	0.482974	0.518247	0.501967
9011	0.41514	0.45584	0.453127
9020	0.385294	0.420567	0.417854
9031	0.531814	0.556234	0.512821
9041	0.409714	0.458554	0.450414
9051	0.409714	0.425994	0.388007
9061	0.482974	0.510107	0.474834
9071	0.453127	0.4884	0.469407
9081	0.461267	0.48026	0.450414
9091	0.417854	0.434134	0.39886
9101	0.371727	0.409714	0.39072
9111	0.404287	0.442274	0.425994
9121	0.396147	0.434134	0.417854
9131	0.428707	0.466694	0.444987
9141	0.39072	0.4477	0.43956
9152	0.282187	0.2849	0.233347
9161	0.084113	0.124813	0.11396
9171	0.010853	0.06512	0.062407
9182	-0.135667	-0.127527	-0.17094
9191	-0.27676	-0.238774	-0.246914
9202	-0.453127	-0.444987	-0.48026
9211	-0.577941	-0.534527	-0.537241
9222	-0.713607	-0.710894	-0.751594
9242	-0.957808	-0.936101	-0.963234
9252	-1.03378	-1.02835	-1.06634
9262	-1.06091	-1.05006	-1.08262
9272	-1.10975	-1.09347	-1.13417
9282	-1.21829	-1.20472	-1.23728
9292	-1.31597	-1.30512	-1.33496
9302	-1.43264	-1.42179	-1.44349
9312	-1.40551	-1.40008	-1.44078
9322	-1.44621	-1.43807	-1.47063
9332	-1.38109	-1.35938	-1.38651
9342	-1.35938	-1.34853	-1.38651
9352	-1.26442	-1.23728	-1.25899
